match_id,season,date,team1,team2,venue,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match,city
144,2010,2010-04-22,Rajasthan Royals,Royal Challengers Bengaluru,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Rajasthan Royals,field,Rajasthan Royals,0,7,Shimron Hetmyer,Hyderabad
145,2010,2010-05-22,Chennai Super Kings,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,bat,Rajasthan Royals,0,9,Sanju Samson,Ahmedabad
146,2010,2010-05-24,Punjab Kings,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,bat,Delhi Capitals,63,0,Karun Nair,Mumbai
147,2010,2010-04-25,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,bat,Kolkata Knight Riders,68,0,Ajinkya Rahane,Kolkata
148,2010,2010-05-28,Delhi Capitals,Royal Challengers Bengaluru,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,bat,Delhi Capitals,0,3,Vipraj Nigam,Lucknow
149,2010,2010-07-02,Mumbai Indians,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Mumbai Indians,field,Punjab Kings,0,8,Nehal Wadhera,Hyderabad
150,2010,2010-06-01,Deccan Chargers,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Deccan Chargers,field,Kolkata Knight Riders,0,8,Ramandeep Singh,Delhi
151,2010,2010-07-08,Rajasthan Royals,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,bat,Punjab Kings,0,3,Musheer Khan,Ahmedabad
152,2010,2010-06-05,Mumbai Indians,Kochi Tuskers Kerala,"Holkar Cricket Stadium, Indore",Mumbai Indians,bat,Mumbai Indians,0,5,Tilak Varma,Indore
153,2010,2010-06-07,Deccan Chargers,Royal Challengers Bengaluru,"Holkar Cricket Stadium, Indore",Deccan Chargers,bat,Royal Challengers Bengaluru,0,1,Devdutt Padikkal,Indore
154,2010,2010-06-09,Mumbai Indians,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,field,Punjab Kings,4,0,Glenn Maxwell,Ahmedabad
155,2010,2010-05-03,Chennai Super Kings,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,bat,Chennai Super Kings,0,3,Vijay Shankar,Dharamsala
156,2010,2010-05-04,Kochi Tuskers Kerala,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,78,0,Dasun Shanaka,Pune
157,2010,2010-06-15,Chennai Super Kings,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,bat,Chennai Super Kings,0,8,Rachin Ravindra,Bengaluru
158,2010,2010-07-29,Chennai Super Kings,Kochi Tuskers Kerala,"Ekana Cricket Stadium, Lucknow",Chennai Super Kings,bat,Kochi Tuskers Kerala,1,0,Abdul Samad,Lucknow
159,2010,2010-08-01,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Kolkata Knight Riders,65,0,Ajinkya Rahane,Kolkata
160,2010,2010-08-04,Punjab Kings,Kochi Tuskers Kerala,"Wankhede Stadium, Mumbai",Kochi Tuskers Kerala,field,Punjab Kings,9,0,Glenn Maxwell,Mumbai
161,2010,2010-08-07,Kolkata Knight Riders,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,bat,Kolkata Knight Riders,83,0,Angkrish Raghuvanshi,Dharamsala
162,2010,2010-05-10,Kochi Tuskers Kerala,Deccan Chargers,"DY Patil Stadium, Mumbai",Kochi Tuskers Kerala,bat,Deccan Chargers,0,1,Rovman Powell,Mumbai
163,2010,2010-05-11,Mumbai Indians,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,field,Kolkata Knight Riders,0,9,Ramandeep Singh,Pune
164,2010,2010-08-16,Rajasthan Royals,Mumbai Indians,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Rajasthan Royals,field,Rajasthan Royals,0,6,Kunal Rathore,Dharamsala
165,2010,2010-07-01,Chennai Super Kings,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,field,Chennai Super Kings,64,0,Ravindra Jadeja,Jaipur
166,2010,2010-05-14,Deccan Chargers,Rajasthan Royals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Rajasthan Royals,bat,Rajasthan Royals,0,3,Kunal Rathore,Dharamsala
167,2010,2010-07-05,Delhi Capitals,Chennai Super Kings,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Chennai Super Kings,0,3,Vijay Shankar,Chennai
168,2010,2010-08-28,Delhi Capitals,Kochi Tuskers Kerala,"Wankhede Stadium, Mumbai",Kochi Tuskers Kerala,field,Delhi Capitals,0,1,Faf du Plessis,Mumbai
169,2010,2010-08-31,Punjab Kings,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,bat,Punjab Kings,0,8,Shreyas Iyer,Ahmedabad
170,2010,2010-09-03,Royal Challengers Bengaluru,Chennai Super Kings,"M. Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,field,Royal Challengers Bengaluru,0,3,Tim David,Bengaluru
171,2010,2010-07-13,Kochi Tuskers Kerala,Delhi Capitals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Kochi Tuskers Kerala,bat,Delhi Capitals,84,0,Tristan Stubbs,Hyderabad
172,2010,2010-09-09,Kolkata Knight Riders,Chennai Super Kings,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,Chennai Super Kings,0,2,Anshul Kamboj,Mumbai
173,2010,2010-09-12,Rajasthan Royals,Kochi Tuskers Kerala,"M. Chinnaswamy Stadium, Bengaluru",Kochi Tuskers Kerala,field,Rajasthan Royals,10,0,Nitish Kumar Reddy,Bengaluru
174,2010,2010-09-15,Royal Challengers Bengaluru,Kochi Tuskers Kerala,"M. A. Chidambaram Stadium, Chennai",Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,38,0,Shimron Hetmyer,Chennai
175,2010,2010-05-23,Royal Challengers Bengaluru,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,bat,Delhi Capitals,64,0,Jake Fraser-McGurk,Ahmedabad
176,2010,2010-09-21,Delhi Capitals,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,bat,Delhi Capitals,62,0,Ashutosh Sharma,Mohali
177,2010,2010-07-25,Punjab Kings,Chennai Super Kings,"Eden Gardens, Kolkata",Punjab Kings,field,Punjab Kings,17,0,Josh Inglis,Kolkata
178,2010,2010-05-26,Royal Challengers Bengaluru,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,29,0,Phil Salt,Ahmedabad
179,2010,2010-05-27,Deccan Chargers,Rajasthan Royals,"Holkar Cricket Stadium, Indore",Rajasthan Royals,bat,Rajasthan Royals,0,3,Kunal Rathore,Indore
180,2010,2010-10-03,Deccan Chargers,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Deccan Chargers,bat,Deccan Chargers,0,6,Rishabh Pant,Ahmedabad
181,2010,2010-10-06,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,bat,Chennai Super Kings,82,0,Ruturaj Gaikwad,Mumbai
182,2010,2010-08-04,Kochi Tuskers Kerala,Rajasthan Royals,"DY Patil Stadium, Mumbai",Rajasthan Royals,bat,Rajasthan Royals,0,5,Nitish Kumar Reddy,Mumbai
183,2010,2010-08-06,Chennai Super Kings,Mumbai Indians,"Eden Gardens, Kolkata",Mumbai Indians,field,Chennai Super Kings,19,0,Ravindra Jadeja,Kolkata
184,2010,2010-06-01,Delhi Capitals,Deccan Chargers,"Sawai Mansingh Stadium, Jaipur",Deccan Chargers,bat,Delhi Capitals,35,0,Vipraj Nigam,Jaipur
185,2010,2010-06-02,Kolkata Knight Riders,Royal Challengers Bengaluru,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,21,0,Krunal Pandya,Chennai
186,2010,2010-06-03,Delhi Capitals,Deccan Chargers,"M. Chinnaswamy Stadium, Bengaluru",Deccan Chargers,field,Delhi Capitals,3,0,Faf du Plessis,Bengaluru
187,2010,2010-06-04,Punjab Kings,Kochi Tuskers Kerala,"M. Chinnaswamy Stadium, Bengaluru",Kochi Tuskers Kerala,bat,Punjab Kings,84,0,Azmatullah Omarzai,Bengaluru
188,2010,2010-06-05,Rajasthan Royals,Mumbai Indians,"Holkar Cricket Stadium, Indore",Mumbai Indians,bat,Mumbai Indians,0,7,Suryakumar Yadav,Indore
189,2010,2010-10-30,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Mumbai Indians,65,0,Tilak Varma,Mumbai
190,2011,2011-03-24,Pune Warriors India,Chennai Super Kings,"Eden Gardens, Kolkata",Chennai Super Kings,field,Chennai Super Kings,47,0,MS Dhoni,Kolkata
191,2011,2011-03-27,Kolkata Knight Riders,Deccan Chargers,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,bat,Kolkata Knight Riders,0,8,Ramandeep Singh,Jaipur
192,2011,2011-03-28,Royal Challengers Bengaluru,Deccan Chargers,"Eden Gardens, Kolkata",Deccan Chargers,bat,Royal Challengers Bengaluru,0,5,Manoj Bhandage,Kolkata
193,2011,2011-04-02,Delhi Capitals,Deccan Chargers,"Holkar Cricket Stadium, Indore",Deccan Chargers,field,Delhi Capitals,43,0,Faf du Plessis,Indore
194,2011,2011-04-05,Punjab Kings,Rajasthan Royals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,field,Punjab Kings,0,4,Shreyas Iyer,Dharamsala
195,2011,2011-04-08,Pune Warriors India,Kochi Tuskers Kerala,"Eden Gardens, Kolkata",Kochi Tuskers Kerala,bat,Kochi Tuskers Kerala,74,0,Shaik Rasheed,Kolkata
196,2011,2011-04-05,Mumbai Indians,Kochi Tuskers Kerala,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Mumbai Indians,field,Kochi Tuskers Kerala,79,0,Shreyas Iyer,Hyderabad
197,2011,2011-04-14,Royal Challengers Bengaluru,Deccan Chargers,"M. Chinnaswamy Stadium, Bengaluru",Deccan Chargers,field,Royal Challengers Bengaluru,23,0,Devdutt Padikkal,Bengaluru
198,2011,2011-04-09,Deccan Chargers,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,field,Deccan Chargers,72,0,Rovman Powell,Ahmedabad
199,2011,2011-04-02,Rajasthan Royals,Pune Warriors India,"Brabourne Stadium, Mumbai",Pune Warriors India,field,Rajasthan Royals,0,5,Kunal Rathore,Mumbai
200,2011,2011-04-13,Chennai Super Kings,Deccan Chargers,"Sawai Mansingh Stadium, Jaipur",Deccan Chargers,bat,Chennai Super Kings,11,0,Ravindra Jadeja,Jaipur
201,2011,2011-04-15,Kochi Tuskers Kerala,Rajasthan Royals,"Brabourne Stadium, Mumbai",Kochi Tuskers Kerala,bat,Rajasthan Royals,72,0,Kunal Rathore,Mumbai
202,2011,2011-04-29,Royal Challengers Bengaluru,Chennai Super Kings,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,0,4,Tim David,Lucknow
203,2011,2011-04-19,Kolkata Knight Riders,Mumbai Indians,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,field,Kolkata Knight Riders,0,1,Angkrish Raghuvanshi,Chennai
204,2011,2011-05-05,Punjab Kings,Kochi Tuskers Kerala,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,Punjab Kings,0,2,Nehal Wadhera,Mohali
205,2011,2011-04-08,Deccan Chargers,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,bat,Mumbai Indians,51,0,namin thir,Pune
206,2011,2011-05-11,Kochi Tuskers Kerala,Royal Challengers Bengaluru,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bengaluru,bat,Kochi Tuskers Kerala,0,2,Tristan Stubbs,Pune
207,2011,2011-04-27,Kochi Tuskers Kerala,Deccan Chargers,"Narendra Modi Stadium, Ahmedabad",Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,0,6,Tim David,Ahmedabad
208,2011,2011-04-11,Kochi Tuskers Kerala,Rajasthan Royals,"Brabourne Stadium, Mumbai",Kochi Tuskers Kerala,field,Rajasthan Royals,0,4,Shimron Hetmyer,Mumbai
209,2011,2011-05-01,Pune Warriors India,Punjab Kings,"Holkar Cricket Stadium, Indore",Punjab Kings,bat,Punjab Kings,18,0,Azmatullah Omarzai,Indore
210,2011,2011-05-03,Delhi Capitals,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,bat,Delhi Capitals,43,0,Tristan Stubbs,Mumbai
211,2011,2011-05-26,Pune Warriors India,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,bat,Pune Warriors India,40,0,Devdutt Padikkal,Delhi
212,2011,2011-04-15,Deccan Chargers,Rajasthan Royals,"Brabourne Stadium, Mumbai",Rajasthan Royals,field,Rajasthan Royals,18,0,Nitish Kumar Reddy,Mumbai
213,2011,2011-06-01,Royal Challengers Bengaluru,Kochi Tuskers Kerala,"Brabourne Stadium, Mumbai",Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,0,9,Rinku Singh,Mumbai
214,2011,2011-05-11,Pune Warriors India,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,bat,Chennai Super Kings,71,0,Shaik Rasheed,Ahmedabad
215,2011,2011-04-18,Pune Warriors India,Deccan Chargers,"Eden Gardens, Kolkata",Deccan Chargers,field,Pune Warriors India,75,0,Prabhsimran Singh,Kolkata
216,2011,2011-04-19,Deccan Chargers,Kochi Tuskers Kerala,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Kochi Tuskers Kerala,bat,Deccan Chargers,8,0,Shahrukh Khan,Dharamsala
217,2011,2011-05-17,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,Mumbai Indians,45,0,Hardik Pandya,Jaipur
218,2011,2011-04-21,Chennai Super Kings,Deccan Chargers,"Wankhede Stadium, Mumbai",Deccan Chargers,bat,Chennai Super Kings,18,0,Shivam Dube,Mumbai
219,2011,2011-05-21,Delhi Capitals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,Punjab Kings,0,9,Josh Inglis,Mohali
220,2011,2011-06-22,Delhi Capitals,Chennai Super Kings,"Eden Gardens, Kolkata",Chennai Super Kings,bat,Chennai Super Kings,1,0,Ruturaj Gaikwad,Kolkata
221,2011,2011-06-25,Rajasthan Royals,Kochi Tuskers Kerala,"DY Patil Stadium, Mumbai",Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,45,0,Phil Salt,Mumbai
222,2011,2011-06-28,Kolkata Knight Riders,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,bat,Kolkata Knight Riders,77,0,Ajinkya Rahane,Mumbai
223,2011,2011-07-01,Kochi Tuskers Kerala,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",Kochi Tuskers Kerala,field,Mumbai Indians,8,0,Ishan Kishan,Bengaluru
224,2011,2011-07-04,Deccan Chargers,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,field,Deccan Chargers,0,9,Cameron Green,Bengaluru
225,2011,2011-07-07,Rajasthan Royals,Pune Warriors India,"Wankhede Stadium, Mumbai",Rajasthan Royals,field,Rajasthan Royals,45,0,Dhruv Jurel,Mumbai
226,2011,2011-06-04,Deccan Chargers,Delhi Capitals,"Brabourne Stadium, Mumbai",Delhi Capitals,bat,Deccan Chargers,69,0,Nehal Wadhera,Mumbai
227,2011,2011-07-13,Kolkata Knight Riders,Rajasthan Royals,"Holkar Cricket Stadium, Indore",Kolkata Knight Riders,field,Rajasthan Royals,0,7,Shimron Hetmyer,Indore
228,2011,2011-05-01,Punjab Kings,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,bat,Kolkata Knight Riders,0,2,Rinku Singh,Delhi
229,2011,2011-07-19,Mumbai Indians,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,bat,Mumbai Indians,0,9,Ishan Kishan,Jaipur
230,2011,2011-06-12,Kochi Tuskers Kerala,Kolkata Knight Riders,"Holkar Cricket Stadium, Indore",Kolkata Knight Riders,bat,Kochi Tuskers Kerala,16,0,Nehal Wadhera,Indore
231,2011,2011-05-04,Pune Warriors India,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,field,Kolkata Knight Riders,46,0,Manish Pandey,Jaipur
232,2011,2011-06-16,Rajasthan Royals,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,bat,Delhi Capitals,0,6,Karun Nair,Ahmedabad
233,2011,2011-05-06,Delhi Capitals,Pune Warriors India,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat,Delhi Capitals,0,7,Tristan Stubbs,Jaipur
234,2011,2011-05-07,Royal Challengers Bengaluru,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Kolkata Knight Riders,bat,Kolkata Knight Riders,0,6,Manish Pandey,Hyderabad
235,2011,2011-05-08,Kochi Tuskers Kerala,Pune Warriors India,"Punjab Cricket Association Stadium, Mohali",Pune Warriors India,bat,Kochi Tuskers Kerala,24,0,Shubman Gill,Mohali
236,2011,2011-05-09,Deccan Chargers,Mumbai Indians,"Holkar Cricket Stadium, Indore",Deccan Chargers,bat,Deccan Chargers,0,4,MS Dhoni,Indore
237,2011,2011-06-26,Mumbai Indians,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,bat,Kolkata Knight Riders,0,8,Ramandeep Singh,Ahmedabad
238,2011,2011-08-15,Mumbai Indians,Pune Warriors India,"Narendra Modi Stadium, Ahmedabad",Pune Warriors India,bat,Mumbai Indians,0,9,Suryakumar Yadav,Ahmedabad
239,2011,2011-08-18,Mumbai Indians,Deccan Chargers,"Holkar Cricket Stadium, Indore",Deccan Chargers,bat,Mumbai Indians,20,0,Ishan Kishan,Indore
240,2011,2011-07-02,Kolkata Knight Riders,Deccan Chargers,"Arun Jaitley Stadium, Delhi",Deccan Chargers,field,Kolkata Knight Riders,0,8,Rinku Singh,Delhi
241,2011,2011-05-14,Kolkata Knight Riders,Rajasthan Royals,"DY Patil Stadium, Mumbai",Kolkata Knight Riders,bat,Kolkata Knight Riders,61,0,Ajinkya Rahane,Mumbai
242,2011,2011-07-06,Mumbai Indians,Royal Challengers Bengaluru,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,0,2,Manoj Bhandage,Chennai
243,2011,2011-08-30,Mumbai Indians,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,field,Mumbai Indians,36,0,Naman Dhir,Bengaluru
244,2011,2011-07-10,Pune Warriors India,Mumbai Indians,"Eden Gardens, Kolkata",Pune Warriors India,bat,Mumbai Indians,0,7,Rohit Sharma,Kolkata
245,2011,2011-05-18,Rajasthan Royals,Royal Challengers Bengaluru,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,field,Rajasthan Royals,0,2,Riyan Parag,Lucknow
246,2011,2011-05-19,Mumbai Indians,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,field,Chennai Super Kings,0,7,Ravindra Jadeja,Jaipur
247,2011,2011-07-16,Mumbai Indians,Rajasthan Royals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Rajasthan Royals,bat,Mumbai Indians,0,7,Ishan Kishan,Dharamsala
248,2011,2011-09-14,Pune Warriors India,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Punjab Kings,bat,Punjab Kings,20,0,Marcus Stoinis,Chennai
249,2011,2011-07-20,Royal Challengers Bengaluru,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,47,0,Krunal Pandya,Hyderabad
250,2011,2011-05-23,Rajasthan Royals,Chennai Super Kings,"Eden Gardens, Kolkata",Rajasthan Royals,field,Rajasthan Royals,0,7,Sanju Samson,Kolkata
251,2011,2011-09-23,Mumbai Indians,Chennai Super Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Mumbai Indians,field,Chennai Super Kings,53,0,Shivam Dube,Hyderabad
252,2011,2011-05-25,Chennai Super Kings,Deccan Chargers,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,field,Chennai Super Kings,35,0,Vijay Shankar,Pune
253,2011,2011-07-28,Royal Challengers Bengaluru,Chennai Super Kings,"Eden Gardens, Kolkata",Chennai Super Kings,field,Royal Challengers Bengaluru,0,6,Phil Salt,Kolkata
254,2011,2011-10-02,Kolkata Knight Riders,Kochi Tuskers Kerala,"Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,field,Kolkata Knight Riders,51,0,Andre Russell,Lucknow
255,2011,2011-08-01,Pune Warriors India,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,field,Punjab Kings,0,3,Musheer Khan,Dharamsala
256,2011,2011-08-03,Delhi Capitals,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,field,Kolkata Knight Riders,82,0,Ramandeep Singh,Mohali
257,2011,2011-08-05,Pune Warriors India,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Kolkata Knight Riders,field,Kolkata Knight Riders,0,4,Angkrish Raghuvanshi,Hyderabad
258,2011,2011-08-07,Deccan Chargers,Mumbai Indians,"Brabourne Stadium, Mumbai",Deccan Chargers,field,Mumbai Indians,0,2,namin thir,Mumbai
259,2011,2011-10-17,Punjab Kings,Kochi Tuskers Kerala,"Eden Gardens, Kolkata",Kochi Tuskers Kerala,bat,Punjab Kings,55,0,Marcus Stoinis,Kolkata
260,2011,2011-08-11,Chennai Super Kings,Kochi Tuskers Kerala,"Ekana Cricket Stadium, Lucknow",Kochi Tuskers Kerala,field,Chennai Super Kings,0,6,Rachin Ravindra,Lucknow
261,2011,2011-10-23,Chennai Super Kings,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",Kolkata Knight Riders,bat,Kolkata Knight Riders,83,0,Cameron Green,Mumbai
262,2011,2011-06-04,Delhi Capitals,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Delhi Capitals,field,Delhi Capitals,0,9,Karun Nair,Chennai
263,2012,2012-03-25,Punjab Kings,Deccan Chargers,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,field,Deccan Chargers,38,0,Abhishek Sharma,Dharamsala
264,2012,2012-03-27,Chennai Super Kings,Royal Challengers Bengaluru,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,45,0,Devdutt Padikkal,Hyderabad
265,2012,2012-03-31,Chennai Super Kings,Deccan Chargers,"Brabourne Stadium, Mumbai",Deccan Chargers,field,Chennai Super Kings,15,0,Ruturaj Gaikwad,Mumbai
266,2012,2012-03-28,Delhi Capitals,Chennai Super Kings,"DY Patil Stadium, Mumbai",Delhi Capitals,bat,Chennai Super Kings,55,0,Vijay Shankar,Mumbai
267,2012,2012-03-29,Kolkata Knight Riders,Punjab Kings,"DY Patil Stadium, Mumbai",Kolkata Knight Riders,field,Kolkata Knight Riders,0,4,Ramandeep Singh,Mumbai
268,2012,2012-04-09,Punjab Kings,Pune Warriors India,"Wankhede Stadium, Mumbai",Punjab Kings,bat,Punjab Kings,0,2,Prabhsimran Singh,Mumbai
269,2012,2012-04-06,Pune Warriors India,Royal Challengers Bengaluru,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Pune Warriors India,field,Pune Warriors India,0,8,Rahul Tewatia,Hyderabad
270,2012,2012-04-01,Punjab Kings,Pune Warriors India,"Ekana Cricket Stadium, Lucknow",Pune Warriors India,field,Pune Warriors India,0,5,Nicholas Pooran,Lucknow
271,2012,2012-04-02,Royal Challengers Bengaluru,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Delhi Capitals,bat,Royal Challengers Bengaluru,0,9,Devdutt Padikkal,Chennai
272,2012,2012-04-12,Punjab Kings,Royal Challengers Bengaluru,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,83,0,Rajat Patidar,Lucknow
273,2012,2012-04-14,Pune Warriors India,Royal Challengers Bengaluru,"Punjab Cricket Association Stadium, Mohali",Pune Warriors India,bat,Pune Warriors India,7,0,Jake Fraser-McGurk,Mohali
274,2012,2012-04-16,Deccan Chargers,Royal Challengers Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,57,0,Devdutt Padikkal,Bengaluru
275,2012,2012-04-06,Royal Challengers Bengaluru,Chennai Super Kings,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,37,0,Rajat Patidar,Lucknow
276,2012,2012-05-03,Deccan Chargers,Pune Warriors India,"Narendra Modi Stadium, Ahmedabad",Deccan Chargers,bat,Deccan Chargers,47,0,Shubman Gill,Ahmedabad
277,2012,2012-04-08,Deccan Chargers,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Deccan Chargers,field,Kolkata Knight Riders,34,0,Andre Russell,Jaipur
278,2012,2012-04-09,Chennai Super Kings,Deccan Chargers,"Holkar Cricket Stadium, Indore",Chennai Super Kings,bat,Deccan Chargers,0,6,Kyle Mayers,Indore
279,2012,2012-04-10,Royal Challengers Bengaluru,Pune Warriors India,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,77,0,Manoj Bhandage,Dharamsala
